biotin    	  0.0	   0.5	infant   	female	AI 	    5.000	ug	/day   
vit_b12   	 31.0	  50.0	typical  	female	EAR	    2.000	ug	/day   
vit_b12   	 31.0	  50.0	typical  	female	RDA	    2.400	ug	/day   
vit_b12   	 31.0	  50.0	typical  	male  	EAR	    2.000	ug	/day   
vit_b12   	 31.0	  50.0	typical  	male  	RDA	    2.400	ug	/day   
vit_b12   	 51.0	  70.0	typical  	female	EAR	    2.000	ug	/day   
vit_b12   	 51.0	  70.0	typical  	female	RDA	    2.400	ug	/day   
vit_b12   	 51.0	  70.0	typical  	male  	EAR	    2.000	ug	/day   
vit_b12   	 51.0	  70.0	typical  	male  	RDA	    2.400	ug	/day   
vit_b12   	 70.0	 120.0	typical  	female	EAR	    2.000	ug	/day   
vit_b12   	 70.0	 120.0	typical  	female	RDA	    2.400	ug	/day   
vit_b12   	 70.0	 120.0	typical  	male  	EAR	    2.000	ug	/day   
vit_b12   	 70.0	 120.0	typical  	male  	RDA	    2.400	ug	/day   
vit_b6    	  1.0	   3.0	child    	female	EAR	    0.400	mg	/day   
vit_b6    	  1.0	   3.0	child    	female	RDA	    0.500	mg	/day   
vit_b6    	  1.0	   3.0	child    	male  	EAR	    0.400	mg	/day   
vit_b6    	  1.0	   3.0	child    	male  	RDA	    0.500	mg	/day   
vit_b6    	  4.0	   8.0	child    	female	EAR	    0.500	mg	/day   
vit_b6    	  4.0	   8.0	child    	female	RDA	    0.600	mg	/day   
vit_b6    	  4.0	   8.0	child    	male  	EAR	    0.500	mg	/day   
vit_b6    	  4.0	   8.0	child    	male  	RDA	    0.600	mg	/day   
vit_b6    	  9.0	  13.0	typical  	female	EAR	    0.800	mg	/day   
vit_b6    	  9.0	  13.0	typical  	female	RDA	    1.000	mg	/day   
vit_b6    	  9.0	  13.0	typical  	male  	EAR	    0.800	mg	/day   
vit_b6    	  9.0	  13.0	typical  	male  	RDA	    1.000	mg	/day   
vit_b6    	 14.0	  18.0	lactating	female	EAR	    1.700	mg	/day   
vit_b6    	 14.0	  18.0	lactating	female	RDA	    2.000	mg	/day   
vit_b6    	 14.0	  18.0	pregnant 	female	EAR	    1.600	mg	/day   
vit_b6    	 14.0	  18.0	pregnant 	female	RDA	    1.900	mg	/day   
vit_b6    	 14.0	  18.0	typical  	female	EAR	    1.000	mg	/day   
vit_b6    	 14.0	  18.0	typical  	female	RDA	    1.200	mg	/day   
vit_b6    	 14.0	  18.0	typical  	male  	EAR	    1.100	mg	/day   
vit_b6    	 14.0	  18.0	typical  	male  	RDA	    1.300	mg	/day   
vit_b6    	 19.0	  30.0	lactating	female	EAR	    1.700	mg	/day   
vit_b6    	 19.0	  30.0	lactating	female	RDA	    2.000	mg	/day   
vit_b6    	 19.0	  30.0	pregnant 	female	EAR	    1.600	mg	/day   
vit_b6    	 19.0	  30.0	pregnant 	female	RDA	    1.900	mg	/day   
vit_b6    	 19.0	  30.0	typical  	female	EAR	    1.100	mg	/day   
vit_b6    	 19.0	  30.0	typical  	female	RDA	    1.300	mg	/day   
vit_b6    	 19.0	  30.0	typical  	male  	EAR	    1.100	mg	/day   
vit_b6    	 19.0	  30.0	typical  	male  	RDA	    1.300	mg	/day   
vit_b6    	 31.0	  50.0	lactating	female	EAR	    1.700	mg	/day   
vit_b6    	 31.0	  50.0	lactating	female	RDA	    2.000	mg	/day   
vit_b6    	 31.0	  50.0	pregnant 	female	EAR	    1.600	mg	/day   
vit_b6    	 31.0	  50.0	pregnant 	female	RDA	    1.900	mg	/day   
vit_b6    	 31.0	  50.0	typical  	female	EAR	    1.100	mg	/day   
vit_b6    	 31.0	  50.0	typical  	female	RDA	    1.300	mg	/day   
vit_b6    	 31.0	  50.0	typical  	male  	EAR	    1.100	mg	/day   
vit_b6    	 31.0	  50.0	typical  	male  	RDA	    1.300	mg	/day   
vit_b6    	 51.0	  70.0	typical  	female	EAR	    1.300	mg	/day   
vit_b6    	 51.0	  70.0	typical  	female	RDA	    1.500	mg	/day   
vit_b6    	 51.0	  70.0	typical  	male  	EAR	    1.400	mg	/day   
vit_b6    	 51.0	  70.0	typical  	male  	RDA	    1.700	mg	/day   
vit_b6    	 70.0	 120.0	typical  	female	EAR	    1.300	mg	/day   
vit_b6    	 70.0	 120.0	typical  	female	RDA	    1.500	mg	/day   
vit_b6    	 70.0	 120.0	typical  	male  	EAR	    1.400	mg	/day   
vit_b6    	 70.0	 120.0	typical  	male  	RDA	    1.700	mg	/day   
vit_c     	  1.0	   3.0	child    	female	EAR	   13.000	mg	/day   
vit_c     	  1.0	   3.0	child    	female	RDA	   15.000	mg	/day   
vit_c     	  1.0	   3.0	child    	male  	EAR	   13.000	mg	/day   
vit_c     	  1.0	   3.0	child    	male  	RDA	   15.000	mg	/day   
vit_c     	  4.0	   8.0	child    	female	EAR	   22.000	mg	/day   
vit_c     	  4.0	   8.0	child    	female	RDA	   25.000	mg	/day   
vit_c     	  4.0	   8.0	child    	male  	EAR	   22.000	mg	/day   
vit_c     	  4.0	   8.0	child    	male  	RDA	   25.000	mg	/day   
vit_c     	  9.0	  13.0	typical  	female	EAR	   39.000	mg	/day   
vit_c     	  9.0	  13.0	typical  	female	RDA	   45.000	mg	/day   
vit_c     	  9.0	  13.0	typical  	male  	EAR	   39.000	mg	/day   
vit_c     	  9.0	  13.0	typical  	male  	RDA	   45.000	mg	/day   
vit_c     	 14.0	  18.0	lactating	female	EAR	   96.000	mg	/day   
vit_c     	 14.0	  18.0	lactating	female	RDA	  115.000	mg	/day   
vit_c     	 14.0	  18.0	pregnant 	female	EAR	   66.000	mg	/day   
vit_c     	 14.0	  18.0	pregnant 	female	RDA	   80.000	mg	/day   
vit_c     	 14.0	  18.0	typical  	female	EAR	   56.000	mg	/day   
vit_c     	 14.0	  18.0	typical  	female	RDA	   65.000	mg	/day   
vit_c     	 14.0	  18.0	typical  	male  	EAR	   63.000	mg	/day   
vit_c     	 14.0	  18.0	typical  	male  	RDA	   75.000	mg	/day   
vit_c     	 19.0	  30.0	lactating	female	EAR	  100.000	mg	/day   
vit_c     	 19.0	  30.0	lactating	female	RDA	  120.000	mg	/day   
vit_c     	 19.0	  30.0	pregnant 	female	EAR	   70.000	mg	/day   
vit_c     	 19.0	  30.0	pregnant 	female	RDA	   85.000	mg	/day   
vit_c     	 19.0	  30.0	typical  	female	EAR	   60.000	mg	/day   
vit_c     	 19.0	  30.0	typical  	female	RDA	   75.000	mg	/day   
vit_c     	 19.0	  30.0	typical  	male  	EAR	   75.000	mg	/day   
vit_c     	 19.0	  30.0	typical  	male  	RDA	   90.000	mg	/day   
vit_c     	 31.0	  50.0	lactating	female	EAR	  100.000	mg	/day   
vit_c     	 31.0	  50.0	lactating	female	RDA	  120.000	mg	/day   
vit_c     	 31.0	  50.0	pregnant 	female	EAR	   70.000	mg	/day   
vit_c     	 31.0	  50.0	pregnant 	female	RDA	   85.000	mg	/day   
vit_c     	 31.0	  50.0	typical  	female	EAR	   60.000	mg	/day   
vit_c     	 31.0	  50.0	typical  	female	RDA	   75.000	mg	/day   
vit_c     	 31.0	  50.0	typical  	male  	EAR	   75.000	mg	/day   
vit_c     	 31.0	  50.0	typical  	male  	RDA	   90.000	mg	/day   
vit_c     	 51.0	  70.0	typical  	female	EAR	   60.000	mg	/day   
vit_c     	 51.0	  70.0	typical  	female	RDA	   75.000	mg	/day   
vit_c     	 51.0	  70.0	typical  	male  	EAR	   75.000	mg	/day   
vit_c     	 51.0	  70.0	typical  	male  	RDA	   90.000	mg	/day   
vit_c     	 70.0	 120.0	typical  	female	EAR	   60.000	mg	/day   
vit_c     	 70.0	 120.0	typical  	female	RDA	   75.000	mg	/day   
vit_c     	 70.0	 120.0	typical  	male  	EAR	   75.000	mg	/day   
vit_c     	 70.0	 120.0	typical  	male  	RDA	   90.000	mg	/day   
vit_d     	  0.0	   0.5	infant   	female	RDA	   10.000	ug	/day   
vit_d     	  0.0	   0.5	infant   	male  	RDA	   10.000	ug	/day   
vit_d     	  0.5	   1.0	infant   	female	RDA	   10.000	ug	/day   
vit_d     	  0.5	   1.0	infant   	male  	RDA	   10.000	ug	/day   
vit_d     	  1.0	   3.0	child    	female	EAR	   10.000	ug	/day   
vit_d     	  1.0	   3.0	child    	female	RDA	   15.000	ug	/day   
vit_d     	  1.0	   3.0	child    	male  	EAR	   10.000	ug	/day   
vit_d     	  1.0	   3.0	child    	male  	RDA	   15.000	ug	/day   
vit_d     	  4.0	   8.0	child    	female	EAR	   10.000	ug	/day   
vit_d     	  4.0	   8.0	child    	female	RDA	   15.000	ug	/day   
vit_d     	  4.0	   8.0	child    	male  	EAR	   10.000	ug	/day   
vit_d     	  4.0	   8.0	child    	male  	RDA	   15.000	ug	/day   
vit_d     	  9.0	  13.0	typical  	female	EAR	   10.000	ug	/day   
vit_d     	  9.0	  13.0	typical  	female	RDA	   15.000	ug	/day   
vit_d     	  9.0	  13.0	typical  	male  	EAR	   10.000	ug	/day   
vit_d     	  9.0	  13.0	typical  	male  	RDA	   15.000	ug	/day   
vit_d     	 14.0	  18.0	lactating	female	EAR	   10.000	ug	/day   
vit_d     	 14.0	  18.0	lactating	female	RDA	   15.000	ug	/day   
vit_d     	 14.0	  18.0	pregnant 	female	EAR	   10.000	ug	/day   
vit_d     	 14.0	  18.0	pregnant 	female	RDA	   15.000	ug	/day   
vit_d     	 14.0	  18.0	typical  	female	EAR	   10.000	ug	/day   
vit_d     	 14.0	  18.0	typical  	female	RDA	   15.000	ug	/day   
vit_d     	 14.0	  18.0	typical  	male  	EAR	   10.000	ug	/day   
vit_d     	 14.0	  18.0	typical  	male  	RDA	   15.000	ug	/day   
vit_d     	 19.0	  30.0	lactating	female	EAR	   10.000	ug	/day   
vit_d     	 19.0	  30.0	lactating	female	RDA	   15.000	ug	/day   
vit_d     	 19.0	  30.0	pregnant 	female	EAR	   10.000	ug	/day   
vit_d     	 19.0	  30.0	pregnant 	female	RDA	   15.000	ug	/day   
vit_d     	 19.0	  30.0	typical  	female	EAR	   10.000	ug	/day   
vit_d     	 19.0	  30.0	typical  	female	RDA	   15.000	ug	/day   
vit_d     	 19.0	  30.0	typical  	male  	EAR	   10.000	ug	/day   
vit_d     	 19.0	  30.0	typical  	male  	RDA	   15.000	ug	/day   
vit_d     	 31.0	  50.0	lactating	female	EAR	   10.000	ug	/day   
vit_d     	 31.0	  50.0	lactating	female	RDA	   15.000	ug	/day   
vit_d     	 31.0	  50.0	pregnant 	female	EAR	   10.000	ug	/day   
vit_d     	 31.0	  50.0	pregnant 	female	RDA	   15.000	ug	/day   
vit_d     	 31.0	  50.0	typical  	female	EAR	   10.000	ug	/day   
vit_d     	 31.0	  50.0	typical  	female	RDA	   15.000	ug	/day   
vit_d     	 31.0	  50.0	typical  	male  	EAR	   10.000	ug	/day   
vit_d     	 31.0	  50.0	typical  	male  	RDA	   15.000	ug	/day   
vit_d     	 51.0	  70.0	typical  	female	EAR	   10.000	ug	/day   
vit_d     	 51.0	  70.0	typical  	female	RDA	   15.000	ug	/day   
vit_d     	 51.0	  70.0	typical  	male  	EAR	   10.000	ug	/day   
vit_d     	 51.0	  70.0	typical  	male  	RDA	   15.000	ug	/day   
vit_d     	 70.0	 120.0	typical  	female	EAR	   10.000	ug	/day   
vit_d     	 70.0	 120.0	typical  	female	RDA	   20.000	ug	/day   
vit_d     	 70.0	 120.0	typical  	male  	EAR	   10.000	ug	/day   
vit_d     	 70.0	 120.0	typical  	male  	RDA	   20.000	ug	/day   
vit_e     	  1.0	   3.0	child    	female	EAR	    5.000	mg	/day   
vit_e     	  1.0	   3.0	child    	female	RDA	    6.000	mg	/day   
vit_e     	  1.0	   3.0	child    	male  	EAR	    5.000	mg	/day   
vit_e     	  1.0	   3.0	child    	male  	RDA	    6.000	mg	/day   
vit_e     	  4.0	   8.0	child    	female	EAR	    6.000	mg	/day   
vit_e     	  4.0	   8.0	child    	female	RDA	    7.000	mg	/day   
vit_e     	  4.0	   8.0	child    	male  	EAR	    6.000	mg	/day   
vit_e     	  4.0	   8.0	child    	male  	RDA	    7.000	mg	/day   
vit_e     	  9.0	  13.0	typical  	female	EAR	    9.000	mg	/day   
vit_e     	  9.0	  13.0	typical  	female	RDA	   11.000	mg	/day   
vit_e     	  9.0	  13.0	typical  	male  	EAR	    9.000	mg	/day   
vit_e     	  9.0	  13.0	typical  	male  	RDA	   11.000	mg	/day   
vit_e     	 14.0	  18.0	lactating	female	EAR	   16.000	mg	/day   
vit_e     	 14.0	  18.0	lactating	female	RDA	   19.000	mg	/day   
vit_e     	 14.0	  18.0	pregnant 	female	EAR	   12.000	mg	/day   
vit_e     	 14.0	  18.0	pregnant 	female	RDA	   15.000	mg	/day   
vit_e     	 14.0	  18.0	typical  	female	EAR	   12.000	mg	/day   
vit_e     	 14.0	  18.0	typical  	female	RDA	   15.000	mg	/day   
vit_e     	 14.0	  18.0	typical  	male  	EAR	   12.000	mg	/day   
vit_e     	 14.0	  18.0	typical  	male  	RDA	   15.000	mg	/day   
vit_e     	 19.0	  30.0	lactating	female	EAR	   16.000	mg	/day   
vit_e     	 19.0	  30.0	lactating	female	RDA	   19.000	mg	/day   
vit_e     	 19.0	  30.0	pregnant 	female	EAR	   12.000	mg	/day   
vit_e     	 19.0	  30.0	pregnant 	female	RDA	   15.000	mg	/day   
vit_e     	 19.0	  30.0	typical  	female	EAR	   12.000	mg	/day   
vit_e     	 19.0	  30.0	typical  	female	RDA	   15.000	mg	/day   
vit_e     	 19.0	  30.0	typical  	male  	EAR	   12.000	mg	/day   
vit_e     	 19.0	  30.0	typical  	male  	RDA	   15.000	mg	/day   
vit_e     	 31.0	  50.0	lactating	female	EAR	   16.000	mg	/day   
vit_e     	 31.0	  50.0	lactating	female	RDA	   19.000	mg	/day   
vit_e     	 31.0	  50.0	pregnant 	female	EAR	   12.000	mg	/day   
vit_e     	 31.0	  50.0	pregnant 	female	RDA	   15.000	mg	/day   
vit_e     	 31.0	  50.0	typical  	female	EAR	   12.000	mg	/day   
vit_e     	 31.0	  50.0	typical  	female	RDA	   15.000	mg	/day   
vit_e     	 31.0	  50.0	typical  	male  	EAR	   12.000	mg	/day   
vit_e     	 31.0	  50.0	typical  	male  	RDA	   15.000	mg	/day   
vit_e     	 51.0	  70.0	typical  	female	EAR	   12.000	mg	/day   
vit_e     	 51.0	  70.0	typical  	female	RDA	   15.000	mg	/day   
vit_e     	 51.0	  70.0	typical  	male  	EAR	   12.000	mg	/day   
vit_e     	 51.0	  70.0	typical  	male  	RDA	   15.000	mg	/day   
vit_e     	 70.0	 120.0	typical  	female	EAR	   12.000	mg	/day   
vit_e     	 70.0	 120.0	typical  	female	RDA	   15.000	mg	/day   
vit_e     	 70.0	 120.0	typical  	male  	EAR	   12.000	mg	/day   
vit_e     	 70.0	 120.0	typical  	male  	RDA	   15.000	mg	/day   
vit_k     	  0.0	   0.5	infant   	female	AI 	    2.000	ug	/day   
vit_k     	  0.0	   0.5	infant   	male  	AI 	    2.000	ug	/day   
vit_k     	  0.5	   1.0	infant   	female	AI 	    2.500	ug	/day   
vit_k     	  0.5	   1.0	infant   	male  	AI 	    2.500	ug	/day   
vit_k     	  1.0	   3.0	child    	female	AI 	   30.000	ug	/day   
vit_k     	  1.0	   3.0	child    	male  	AI 	   30.000	ug	/day   
vit_k     	  4.0	   8.0	child    	female	AI 	   55.000	ug	/day   
vit_k     	  4.0	   8.0	child    	male  	AI 	   55.000	ug	/day   
vit_k     	  9.0	  13.0	typical  	female	AI 	   60.000	ug	/day   
vit_k     	  9.0	  13.0	typical  	male  	AI 	   60.000	ug	/day   
vit_k     	 14.0	  18.0	lactating	female	AI 	   75.000	ug	/day   
vit_k     	 14.0	  18.0	pregnant 	female	AI 	   75.000	ug	/day   
vit_k     	 14.0	  18.0	typical  	female	AI 	   75.000	ug	/day   
vit_k     	 14.0	  18.0	typical  	male  	AI 	   75.000	ug	/day   
vit_k     	 19.0	  30.0	lactating	female	AI 	   90.000	ug	/day   
vit_k     	 19.0	  30.0	pregnant 	female	AI 	   90.000	ug	/day   
vit_k     	 19.0	  30.0	typical  	female	AI 	   90.000	ug	/day   
vit_k     	 19.0	  30.0	typical  	male  	AI 	  120.000	ug	/day   
vit_k     	 31.0	  50.0	lactating	female	AI 	   90.000	ug	/day   
vit_k     	 31.0	  50.0	pregnant 	female	AI 	   90.000	ug	/day   
vit_k     	 31.0	  50.0	typical  	female	AI 	   90.000	ug	/day   
vit_k     	 31.0	  50.0	typical  	male  	AI 	  120.000	ug	/day   
vit_k     	 51.0	  70.0	typical  	female	AI 	   90.000	ug	/day   
vit_k     	 51.0	  70.0	typical  	male  	AI 	  120.000	ug	/day   
vit_k     	 70.0	 120.0	typical  	female	AI 	   90.000	ug	/day   
vit_k     	 70.0	 120.0	typical  	male  	AI 	  120.000	ug	/day   
water_tot 	  0.0	   0.5	infant   	female	AI 	    0.700	L 	/day   
water_tot 	  0.0	   0.5	infant   	male  	AI 	    0.700	L 	/day   
water_tot 	  0.5	   1.0	infant   	female	AI 	    0.800	L 	/day   
water_tot 	  0.5	   1.0	infant   	male  	AI 	    0.800	L 	/day   
water_tot 	  1.0	   3.0	child    	female	AI 	    1.300	L 	/day   
water_tot 	  1.0	   3.0	child    	male  	AI 	    1.300	L 	/day   
water_tot 	  4.0	   8.0	child    	female	AI 	    1.700	L 	/day   
water_tot 	  4.0	   8.0	child    	male  	AI 	    1.700	L 	/day   
water_tot 	  9.0	  13.0	typical  	female	AI 	    2.100	L 	/day   
water_tot 	  9.0	  13.0	typical  	male  	AI 	    2.400	L 	/day   
water_tot 	 14.0	  18.0	lactating	female	AI 	    3.800	L 	/day   
water_tot 	 14.0	  18.0	pregnant 	female	AI 	    3.000	L 	/day   
water_tot 	 14.0	  18.0	typical  	female	AI 	    2.300	L 	/day   
water_tot 	 14.0	  18.0	typical  	male  	AI 	    3.300	L 	/day   
water_tot 	 19.0	  30.0	lactating	female	AI 	    3.800	L 	/day   
water_tot 	 19.0	  30.0	pregnant 	female	AI 	    3.000	L 	/day   
water_tot 	 19.0	  30.0	typical  	female	AI 	    2.700	L 	/day   
water_tot 	 19.0	  30.0	typical  	male  	AI 	    3.700	L 	/day   
water_tot 	 31.0	  50.0	lactating	female	AI 	    3.800	L 	/day   
water_tot 	 31.0	  50.0	typical  	female	AI 	    2.700	L 	/day   
water_tot 	 31.0	  50.0	typical  	male  	AI 	    3.700	L 	/day   
water_tot 	 51.0	  70.0	typical  	female	AI 	    2.700	L 	/day   
water_tot 	 51.0	  70.0	typical  	male  	AI 	    3.700	L 	/day   
water_tot 	 61.0	  50.0	pregnant 	female	AI 	    3.000	L 	/day   
water_tot 	 70.0	 120.0	typical  	female	AI 	    2.700	L 	/day   
water_tot 	 70.0	 120.0	typical  	male  	AI 	    3.700	L 	/day   
zinc      	  0.5	   1.0	infant   	female	RDA	    3.000	mg	/day   
zinc      	  0.5	   1.0	infant   	male  	RDA	    3.000	mg	/day   
zinc      	  1.0	   3.0	child    	female	EAR	    2.500	mg	/day   
zinc      	  1.0	   3.0	child    	female	RDA	    3.000	mg	/day   
zinc      	  1.0	   3.0	child    	male  	EAR	    2.500	mg	/day   
zinc      	  1.0	   3.0	child    	male  	RDA	    3.000	mg	/day   
zinc      	  4.0	   8.0	child    	female	EAR	    4.000	mg	/day   
zinc      	  4.0	   8.0	child    	female	RDA	    5.000	mg	/day   
zinc      	  4.0	   8.0	child    	male  	EAR	    4.000	mg	/day   
zinc      	  4.0	   8.0	child    	male  	RDA	    5.000	mg	/day   
zinc      	  9.0	  13.0	typical  	female	EAR	    7.000	mg	/day   
zinc      	  9.0	  13.0	typical  	female	RDA	    8.000	mg	/day   
zinc      	  9.0	  13.0	typical  	male  	EAR	    7.000	mg	/day   
zinc      	  9.0	  13.0	typical  	male  	RDA	    8.000	mg	/day   
zinc      	 14.0	  18.0	lactating	female	EAR	   10.900	mg	/day   
zinc      	 14.0	  18.0	lactating	female	RDA	   13.000	mg	/day   
zinc      	 14.0	  18.0	pregnant 	female	EAR	   10.500	mg	/day   
zinc      	 14.0	  18.0	pregnant 	female	RDA	   12.000	mg	/day   
zinc      	 14.0	  18.0	typical  	female	EAR	    7.300	mg	/day   
zinc      	 14.0	  18.0	typical  	female	RDA	    9.000	mg	/day   
zinc      	 14.0	  18.0	typical  	male  	EAR	    8.500	mg	/day   
zinc      	 14.0	  18.0	typical  	male  	RDA	   11.000	mg	/day   
zinc      	 19.0	  30.0	lactating	female	EAR	   10.400	mg	/day   
zinc      	 19.0	  30.0	lactating	female	RDA	   12.000	mg	/day   
zinc      	 19.0	  30.0	pregnant 	female	EAR	    9.500	mg	/day   
zinc      	 19.0	  30.0	pregnant 	female	RDA	   11.000	mg	/day   
zinc      	 19.0	  30.0	typical  	female	EAR	    6.800	mg	/day   
zinc      	 19.0	  30.0	typical  	female	RDA	    8.000	mg	/day   
zinc      	 19.0	  30.0	typical  	male  	EAR	    9.400	mg	/day   
zinc      	 19.0	  30.0	typical  	male  	RDA	   11.000	mg	/day   
zinc      	 31.0	  50.0	lactating	female	EAR	   10.400	mg	/day   
zinc      	 31.0	  50.0	lactating	female	RDA	   12.000	mg	/day   
zinc      	 31.0	  50.0	pregnant 	female	EAR	    9.500	mg	/day   
zinc      	 31.0	  50.0	pregnant 	female	RDA	   11.000	mg	/day   
zinc      	 31.0	  50.0	typical  	female	EAR	    6.800	mg	/day   
zinc      	 31.0	  50.0	typical  	female	RDA	    8.000	mg	/day   
zinc      	 31.0	  50.0	typical  	male  	EAR	    9.400	mg	/day   
zinc      	 31.0	  50.0	typical  	male  	RDA	   11.000	mg	/day   
zinc      	 51.0	  70.0	typical  	female	EAR	    6.800	mg	/day   
zinc      	 51.0	  70.0	typical  	female	RDA	    8.000	mg	/day   
zinc      	 51.0	  70.0	typical  	male  	EAR	    9.400	mg	/day   
zinc      	 51.0	  70.0	typical  	male  	RDA	   11.000	mg	/day   
zinc      	 70.0	 120.0	typical  	female	EAR	    6.800	mg	/day   
zinc      	 70.0	 120.0	typical  	female	RDA	    8.000	mg	/day   
zinc      	 70.0	 120.0	typical  	male  	EAR	    9.400	mg	/day   
zinc      	 70.0	 120.0	typical  	male  	RDA	   11.000	mg	/day   
